"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancies","Number","223","units","0","v1374464771","4.1","905","C","","","0"
"2020-10","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Payroll employees","Number","223","units","0","v1374464772","4.2","33830","A","","","0"
"2020-10","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancy rate","Percent","239","units","0","v1374464773","4.3","2.6","C","","","1"
"2020-10","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2021S05001030","Job vacancies","Number","223","units","0","v1374464774","5.1","1250","C","","","0"
"2020-10","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2021S05001030","Payroll employees","Number","223","units","0","v1374464775","5.2","30995","A","","","0"
"2020-10","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2021S05001030","Job vacancy rate","Percent","239","units","0","v1374464776","5.3","3.9","C","","","1"
"2020-10","Prince Edward Island","2021A000211","Job vacancies","Number","223","units","0","v1374464777","6.1","2275","B","","","0"
"2020-10","Prince Edward Island","2021A000211","Payroll employees","Number","223","units","0","v1374464778","6.2","59935","A","","","0"
"2020-10","Prince Edward Island","2021A000211","Job vacancy rate","Percent","239","units","0","v1374464779","6.3","3.7","B","","","1"
"2020-10","Prince Edward Island","2021S05001110","Job vacancies","Number","223","units","0","v1374464780","7.1","2275","B","","","0"
"2020-10","Prince Edward Island","2021S05001110","Payroll employees","Number","223","units","0","v1374464781","7.2","59935","A","","","0"
"2020-10","Prince Edward Island","2021S05001110","Job vacancy rate","Percent","239","units","0","v1374464782","7.3","3.7","B","","","1"
"2020-10","Nova Scotia","2021A000212","Job vacancies","Number","223","units","0","v1374464783","8.1","13005","A","","","0"
"2020-10","Nova Scotia","2021A000212","Payroll employees","Number","223","units","0","v1374464784","8.2","381975","A","","","0"
"2020-10","Nova Scotia","2021A000212","Job vacancy rate","Percent","239","units","0","v1374464785","8.3","3.3","A","","","1"
"2020-10","Cape Breton, Nova Scotia","2021S05001210","Job vacancies","Number","223","units","0","v1374464786","9.1","1495","B","","","0"
"2020-10","Cape Breton, Nova Scotia","2021S05001210","Payroll employees","Number","223","units","0","v1374464787","9.2","46575","A","","","0"
"2020-10","Cape Breton, Nova Scotia","2021S05001210","Job vacancy rate","Percent","239","units","0","v1374464788","9.3","3.1","B","","","1"
"2020-10","North Shore, Nova Scotia","2021S05001220","Job vacancies","Number","223","units","0","v1374464789","10.1","1695","B","","","0"
"2020-10","North Shore, Nova Scotia","2021S05001220","Payroll employees","Number","223","units","0","v1374464790","10.2","53315","A","","","0"
"2020-10","North Shore, Nova Scotia","2021S05001220","Job vacancy rate","Percent","239","units","0","v1374464791","10.3","3.1","B","","","1"
"2020-10","Annapolis Valley, Nova Scotia","2021S05001230","Job vacancies","Number","223","units","0","v1374464792","11.1","1750","C","","","0"
"2020-10","Annapolis Valley, Nova Scotia","2021S05001230","Payroll employees","Number","223","units","0","v1374464793","11.2","42440","B","","","0"
"2020-10","Annapolis Valley, Nova Scotia","2021S05001230","Job vacancy rate","Percent","239","units","0","v1374464794","11.3","4.0","C","","","1"
"2020-10","Southern, Nova Scotia","2021S05001240","Job vacancies","Number","223","units","0","v1374464795","12.1","1435","C","","","0"
"2020-10","Southern, Nova Scotia","2021S05001240","Payroll employees","Number","223","units","0","v1374464796","12.2","43170","A","","","0"
"2020-10","Southern, Nova Scotia","2021S05001240","Job vacancy rate","Percent","239","units","0","v1374464797","12.3","3.2","C","","","1"
"2020-10","Halifax, Nova Scotia","2021S05001250","Job vacancies","Number","223","units","0","v1374464798","13.1","6630","B","","","0"
"2020-10","Halifax, Nova Scotia","2021S05001250","Payroll employees","Number","223","units","0","v1374464799","13.2","196475","A","","","0"
"2020-10","Halifax, Nova Scotia","2021S05001250","Job vacancy rate","Percent","239","units","0","v1374464800","13.3","3.3","B","","","1"
"2020-10","New Brunswick","2021A000213","Job vacancies","Number","223","units","0","v1374464801","14.1","12895","A","","","0"
"2020-10","New Brunswick","2021A000213","Payroll employees","Number","223","units","0","v1374464802","14.2","299410","A","","","0"
"2020-10","New Brunswick","2021A000213","Job vacancy rate","Percent","239","units","0","v1374464803","14.3","4.1","A","","","1"
"2020-10","Campbellton-Miramichi, New Brunswick","2021S05001310","Job vacancies","Number","223","units","0","v1374464804","15.1","2435","C","","","0"
"2020-10","Campbellton-Miramichi, New Brunswick","2021S05001310","Payroll employees","Number","223","units","0","v1374464805","15.2","49265","A","","","0"
"2020-10","Campbellton-Miramichi, New Brunswick","2021S05001310","Job vacancy rate","Percent","239","units","0","v1374464806","15.3","4.7","C","","","1"
"2020-10","Moncton-Richibucto, New Brunswick","2021S05001320","Job vacancies","Number","223","units","0","v1374464807","16.1","4885","B","","","0"
"2020-10","Moncton-Richibucto, New Brunswick","2021S05001320","Payroll employees","Number","223","units","0","v1374464808","16.2","103980","A","","","0"
"2020-10","Moncton-Richibucto, New Brunswick","2021S05001320","Job vacancy rate","Percent","239","units","0","v1374464809","16.3","4.5","B","","","1"
"2020-10","Saint John-St. Stephen, New Brunswick","2021S05001330","Job vacancies","Number","223","units","0","v1374464810","17.1","2585","C","","","0"
"2020-10","Saint John-St. Stephen, New Brunswick","2021S05001330","Payroll employees","Number","223","units","0","v1374464811","17.2","60915","A","","","0"
"2020-10","Saint John-St. Stephen, New Brunswick","2021S05001330","Job vacancy rate","Percent","239","units","0","v1374464812","17.3","4.1","C","","","1"
"2020-10","Fredericton-Oromocto, New Brunswick","2021S05001340","Job vacancies","Number","223","units","0","v1374464813","18.1","1850","B","","","0"
"2020-10","Fredericton-Oromocto, New Brunswick","2021S05001340","Payroll employees","Number","223","units","0","v1374464814","18.2","53325","A","","","0"
"2020-10","Fredericton-Oromocto, New Brunswick","2021S05001340","Job vacancy rate","Percent","239","units","0","v1374464815","18.3","3.4","B","","","1"
"2020-10","Edmundston-Woodstock, New Brunswick","2021S05001350","Job vacancies","Number","223","units","0","v1374464816","19.1","1135","C","","","0"
"2020-10","Edmundston-Woodstock, New Brunswick","2021S05001350","Payroll employees","Number","223","units","0","v1374464817","19.2","31925","A","","","0"
"2020-10","Edmundston-Woodstock, New Brunswick","2021S05001350","Job vacancy rate","Percent","239","units","0","v1374464818","19.3","3.4","C","","","1"
"2020-10","Quebec","2021A000224","Job vacancies","Number","223","units","0","v1374464819","20.1","156730","A","","","0"
"2020-10","Quebec","2021A000224","Payroll employees","Number","223","units","0","v1374464820","20.2","3483035","A","","","0"
"2020-10","Quebec","2021A000224","Job vacancy rate","Percent","239","units","0","v1374464821","20.3","4.3","A","","","1"
"2020-10","Gaspésie-Îles-de-la-Madeleine, Quebec","2021S05002410","Job vacancies","Number","223","units","0","v1374464822","21.1","1110","D","","","0"
"2020-10","Gaspésie-Îles-de-la-Madeleine, Quebec","2021S05002410","Payroll employees","Number","223","units","0","v1374464823","21.2","30180","A","","","0"
"2020-10","Gaspésie-Îles-de-la-Madeleine, Quebec","2021S05002410","Job vacancy rate","Percent","239","units","0","v1374464824","21.3","3.6","D","","","1"
"2020-10","Bas-Saint-Laurent, Quebec","2021S05002415","Job vacancies","Number","223","units","0","v1374464825","22.1","3090","B","","","0"
"2020-10","Bas-Saint-Laurent, Quebec","2021S05002415","Payroll employees","Number","223","units","0","v1374464826","22.2","77650","A","","","0"
"2020-10","Bas-Saint-Laurent, Quebec","2021S05002415","Job vacancy rate","Percent","239","units","0","v1374464827","22.3","3.8","B","","","1"
"2020-10","Capitale-Nationale, Quebec","2021S05002420","Job vacancies","Number","223","units","0","v1374464828","23.1","15885","B","","","0"
"2020-10","Capitale-Nationale, Quebec","2021S05002420","Payroll employees","Number","223","units","0","v1374464829","23.2","318010","A","","","0"
"2020-10","Capitale-Nationale, Quebec","2021S05002420","Job vacancy rate","Percent","239","units","0","v1374464830","23.3","4.8","B","","","1"
"2020-10","Chaudière-Appalaches, Quebec","2021S05002425","Job vacancies","Number","223","units","0","v1374464831","24.1","6705","B","","","0"
"2020-10","Chaudière-Appalaches, Quebec","2021S05002425","Payroll employees","Number","223","units","0","v1374464832","24.2","169690","A","","","0"
"2020-10","Chaudière-Appalaches, Quebec","2021S05002425","Job vacancy rate","Percent","239","units","0","v1374464833","24.3","3.8","B","","","1"
"2020-10","Estrie, Quebec","2021S05002430","Job vacancies","Number","223","units","0","v1374464834","25.1","7340","B","","","0"
"2020-10","Estrie, Quebec","2021S05002430","Payroll employees","Number","223","units","0","v1374464835","25.2","135030","A","","","0"
"2020-10","Estrie, Quebec","2021S05002430","Job vacancy rate","Percent","239","units","0","v1374464836","25.3","5.2","B","","","1"
"2020-10","Centre-du-Québec, Quebec","2021S05002433","Job vacancies","Number","223","units","0","v1374464837","26.1","4530","B","","","0"
"2020-10","Centre-du-Québec, Quebec","2021S05002433","Payroll employees","Number","223","units","0","v1374464838","26.2","106720","A","","","0"
"2020-10","Centre-du-Québec, Quebec","2021S05002433","Job vacancy rate","Percent","239","units","0","v1374464839","26.3","4.1","B","","","1"
"2020-10","Montérégie, Quebec","2021S05002435","Job vacancies","Number","223","units","0","v1374464840","27.1","24785","A","","","0"
"2020-10","Montérégie, Quebec","2021S05002435","Payroll employees","Number","223","units","0","v1374464841","27.2","535605","A","","","0"
"2020-10","Montérégie, Quebec","2021S05002435","Job vacancy rate","Percent","239","units","0","v1374464842","27.3","4.4","A","","","1"
"2020-10","Montréal, Quebec","2021S05002440","Job vacancies","Number","223","units","0","v1374464843","28.1","50535","A","","","0"
"2020-10","Montréal, Quebec","2021S05002440","Payroll employees","Number","223","units","0","v1374464844","28.2","1176810","A","","","0"
"2020-10","Montréal, Quebec","2021S05002440","Job vacancy rate","Percent","239","units","0","v1374464845","28.3","4.1","A","","","1"
"2020-10","Laval, Quebec","2021S05002445","Job vacancies","Number","223","units","0","v1374464846","29.1","6745","B","","","0"
"2020-10","Laval, Quebec","2021S05002445","Payroll employees","Number","223","units","0","v1374464847","29.2","154745","A","","","0"
"2020-10","Laval, Quebec","2021S05002445","Job vacancy rate","Percent","239","units","0","v1374464848","29.3","4.2","B","","","1"
"2020-10","Lanaudière, Quebec","2021S05002450","Job vacancies","Number","223","units","0","v1374464849","30.1","7090","B","","","0"
"2020-10","Lanaudière, Quebec","2021S05002450","Payroll employees","Number","223","units","0","v1374464850","30.2","151850","A","","","0"
"2020-10","Lanaudière, Quebec","2021S05002450","Job vacancy rate","Percent","239","units","0","v1374464851","30.3","4.5","B","","","1"
"2020-10","Laurentides, Quebec","2021S05002455","Job vacancies","Number","223","units","0","v1374464852","31.1","11215","B","","","0"
"2020-10","Laurentides, Quebec","2021S05002455","Payroll employees","Number","223","units","0","v1374464853","31.2","203915","A","","","0"
"2020-10","Laurentides, Quebec","2021S05002455","Job vacancy rate","Percent","239","units","0","v1374464854","31.3","5.2","B","","","1"
"2020-10","Outaouais, Quebec","2021S05002460","Job vacancies","Number","223","units","0","v1374464855","32.1","5375","C","","","0"
"2020-10","Outaouais, Quebec","2021S05002460","Payroll employees","Number","223","units","0","v1374464856","32.2","99280","A","","","0"
"2020-10","Outaouais, Quebec","2021S05002460","Job vacancy rate","Percent","239","units","0","v1374464857","32.3","5.1","C","","","1"
"2020-10","Abitibi-Témiscamingue, Quebec","2021S05002465","Job vacancies","Number","223","units","0","v1374464858","33.1","3150","B","","","0"
"2020-10","Abitibi-Témiscamingue, Quebec","2021S05002465","Payroll employees","Number","223","units","0","v1374464859","33.2","67430","A","","","0"
"2020-10","Abitibi-Témiscamingue, Quebec","2021S05002465","Job vacancy rate","Percent","239","units","0","v1374464860","33.3","4.5","B","","","1"
"2020-10","Mauricie, Quebec","2021S05002470","Job vacancies","Number","223","units","0","v1374464861","34.1","3245","B","","","0"
"2020-10","Mauricie, Quebec","2021S05002470","Payroll employees","Number","223","units","0","v1374464862","34.2","92630","A","","","0"
"2020-10","Mauricie, Quebec","2021S05002470","Job vacancy rate","Percent","239","units","0","v1374464863","34.3","3.4","B","","","1"
"2020-10","Saguenay-Lac-Saint-Jean, Quebec","2021S05002475","Job vacancies","Number","223","units","0","v1374464864","35.1","3260","B","","","0"
"2020-10","Saguenay-Lac-Saint-Jean, Quebec","2021S05002475","Payroll employees","Number","223","units","0","v1374464865","35.2","106460","A","","","0"
"2020-10","Saguenay-Lac-Saint-Jean, Quebec","2021S05002475","Job vacancy rate","Percent","239","units","0","v1374464866","35.3","3.0","B","","","1"
"2020-10","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancies","Number","223","units","0","v1374464867","36.1","2670","C","","","0"
"2020-10","Côte-Nord and Nord-du-Québec, Quebec","","Payroll employees","Number","223","units","0","v1374464868","36.2","57030","B","","","0"
"2020-10","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancy rate","Percent","239","units","0","v1374464869","36.3","4.5","B","","","1"
"2020-10","Ontario","2021A000235","Job vacancies","Number","223","units","0","v1374464870","37.1","213120","A","","","0"
"2020-10","Ontario","2021A000235","Payroll employees","Number","223","units","0","v1374464871","37.2","5868495","A","","","0"
"2020-10","Ontario","2021A000235","Job vacancy rate","Percent","239","units","0","v1374464872","37.3","3.5","A","","","1"
"2020-10","Ottawa, Ontario","2021S05003510","Job vacancies","Number","223","units","0","v1374464873","38.1","21025","A","","","0"
"2020-10","Ottawa, Ontario","2021S05003510","Payroll employees","Number","223","units","0","v1374464874","38.2","541875","A","","","0"
"2020-10","Ottawa, Ontario","2021S05003510","Job vacancy rate","Percent","239","units","0","v1374464875","38.3","3.7","A","","","1"
"2020-10","Kingston-Pembroke, Ontario","2021S05003515","Job vacancies","Number","223","units","0","v1374464876","39.1","6545","B","","","0"
"2020-10","Kingston-Pembroke, Ontario","2021S05003515","Payroll employees","Number","223","units","0","v1374464877","39.2","159795","A","","","0"
"2020-10","Kingston-Pembroke, Ontario","2021S05003515","Job vacancy rate","Percent","239","units","0","v1374464878","39.3","3.9","B","","","1"
"2020-10","Muskoka-Kawarthas, Ontario","2021S05003520","Job vacancies","Number","223","units","0","v1374464879","40.1","5275","B","","","0"
"2020-10","Muskoka-Kawarthas, Ontario","2021S05003520","Payroll employees","Number","223","units","0","v1374464880","40.2","122235","A","","","0"
"2020-10","Muskoka-Kawarthas, Ontario","2021S05003520","Job vacancy rate","Percent","239","units","0","v1374464881","40.3","4.1","B","","","1"
"2020-10","Toronto, Ontario","2021S05003530","Job vacancies","Number","223","units","0","v1374464882","41.1","99830","A","","","0"
"2020-10","Toronto, Ontario","2021S05003530","Payroll employees","Number","223","units","0","v1374464883","41.2","2912960","A","","","0"
"2020-10","Toronto, Ontario","2021S05003530","Job vacancy rate","Percent","239","units","0","v1374464884","41.3","3.3","A","","","1"
"2020-10","Kitchener-Waterloo-Barrie, Ontario","2021S05003540","Job vacancies","Number","223","units","0","v1374464885","42.1","21975","C","","","0"
"2020-10","Kitchener-Waterloo-Barrie, Ontario","2021S05003540","Payroll employees","Number","223","units","0","v1374464886","42.2","552625","A","","","0"
"2020-10","Kitchener-Waterloo-Barrie, Ontario","2021S05003540","Job vacancy rate","Percent","239","units","0","v1374464887","42.3","3.8","B","","","1"
"2020-10","Hamilton-Niagara Peninsula, Ontario","2021S05003550","Job vacancies","Number","223","units","0","v1374464888","43.1","21680","B","","","0"
"2020-10","Hamilton-Niagara Peninsula, Ontario","2021S05003550","Payroll employees","Number","223","units","0","v1374464889","43.2","595445","A","","","0"
"2020-10","Hamilton-Niagara Peninsula, Ontario","2021S05003550","Job vacancy rate","Percent","239","units","0","v1374464890","43.3","3.5","A","","","1"
"2020-10","London, Ontario","2021S05003560","Job vacancies","Number","223","units","0","v1374464891","44.1","10565","B","","","0"
"2020-10","London, Ontario","2021S05003560","Payroll employees","Number","223","units","0","v1374464892","44.2","300170","A","","","0"
"2020-10","London, Ontario","2021S05003560","Job vacancy rate","Percent","239","units","0","v1374464893","44.3","3.4","B","","","1"
"2020-10","Windsor-Sarnia, Ontario","2021S05003570","Job vacancies","Number","223","units","0","v1374464894","45.1","8860","B","","","0"
"2020-10","Windsor-Sarnia, Ontario","2021S05003570","Payroll employees","Number","223","units","0","v1374464895","45.2","250235","A","","","0"
"2020-10","Windsor-Sarnia, Ontario","2021S05003570","Job vacancy rate","Percent","239","units","0","v1374464896","45.3","3.4","B","","","1"
"2020-10","Stratford-Bruce Peninsula, Ontario","2021S05003580","Job vacancies","Number","223","units","0","v1374464897","46.1","4990","B","","","0"
"2020-10","Stratford-Bruce Peninsula, Ontario","2021S05003580","Payroll employees","Number","223","units","0","v1374464898","46.2","119785","A","","","0"
"2020-10","Stratford-Bruce Peninsula, Ontario","2021S05003580","Job vacancy rate","Percent","239","units","0","v1374464899","46.3","4.0","B","","","1"
"2020-10","Northeast, Ontario","2021S05003590","Job vacancies","Number","223","units","0","v1374464900","47.1","8810","B","","","0"
"2020-10","Northeast, Ontario","2021S05003590","Payroll employees","Number","223","units","0","v1374464901","47.2","213440","A","","","0"
"2020-10","Northeast, Ontario","2021S05003590","Job vacancy rate","Percent","239","units","0","v1374464902","47.3","4.0","B","","","1"
"2020-10","Northwest, Ontario","2021S05003595","Job vacancies","Number","223","units","0","v1374464903","48.1","3565","B","","","0"
"2020-10","Northwest, Ontario","2021S05003595","Payroll employees","Number","223","units","0","v1374464904","48.2","99920","A","","","0"
"2020-10","Northwest, Ontario","2021S05003595","Job vacancy rate","Percent","239","units","0","v1374464905","48.3","3.4","B","","","1"
"2020-10","Manitoba","2021A000246","Job vacancies","Number","223","units","0","v1374464906","49.1","19190","A","","","0"
"2020-10","Manitoba","2021A000246","Payroll employees","Number","223","units","0","v1374464907","49.2","561775","A","","","0"
"2020-10","Manitoba","2021A000246","Job vacancy rate","Percent","239","units","0","v1374464908","49.3","3.3","A","","","1"
"2020-10","Southeast, Manitoba","2021S05004610","Job vacancies","Number","223","units","0","v1374464909","50.1","1270","B","","","0"
"2020-10","Southeast, Manitoba","2021S05004610","Payroll employees","Number","223","units","0","v1374464910","50.2","39090","A","","","0"
"2020-10","Southeast, Manitoba","2021S05004610","Job vacancy rate","Percent","239","units","0","v1374464911","50.3","3.1","B","","","1"
"2020-10","South Central and North Central, Manitoba","","Job vacancies","Number","223","units","0","v1374464912","51.1","1325","C","","","0"
"2020-10","South Central and North Central, Manitoba","","Payroll employees","Number","223","units","0","v1374464913","51.2","51335","A","","","0"
"2020-10","South Central and North Central, Manitoba","","Job vacancy rate","Percent","239","units","0","v1374464914","51.3","2.5","C","","","1"
"2020-10","Southwest, Manitoba","2021S05004630","Job vacancies","Number","223","units","0","v1374464915","52.1","1560","D","","","0"
"2020-10","Southwest, Manitoba","2021S05004630","Payroll employees","Number","223","units","0","v1374464916","52.2","46955","A","","","0"
"2020-10","Southwest, Manitoba","2021S05004630","Job vacancy rate","Percent","239","units","0","v1374464917","52.3","3.2","D","","","1"
"2020-10","Winnipeg, Manitoba","2021S05004650","Job vacancies","Number","223","units","0","v1374464918","53.1","12155","B","","","0"
"2020-10","Winnipeg, Manitoba","2021S05004650","Payroll employees","Number","223","units","0","v1374464919","53.2","364035","A","","","0"
"2020-10","Winnipeg, Manitoba","2021S05004650","Job vacancy rate","Percent","239","units","0","v1374464920","53.3","3.2","B","","","1"
"2020-10","Interlake, Manitoba","2021S05004660","Job vacancies","Number","223","units","0","v1374464921","54.1","1340","C","","","0"
"2020-10","Interlake, Manitoba","2021S05004660","Payroll employees","Number","223","units","0","v1374464922","54.2","23600","A","","","0"
"2020-10","Interlake, Manitoba","2021S05004660","Job vacancy rate","Percent","239","units","0","v1374464923","54.3","5.4","B","","","1"
"2020-10","Parklands and North, Manitoba","","Job vacancies","Number","223","units","0","v1374464924","55.1","1540","C","","","0"
"2020-10","Parklands and North, Manitoba","","Payroll employees","Number","223","units","0","v1374464925","55.2","36755","B","","","0"
"2020-10","Parklands and North, Manitoba","","Job vacancy rate","Percent","239","units","0","v1374464926","55.3","4.0","B","","","1"
"2020-10","Saskatchewan","2021A000247","Job vacancies","Number","223","units","0","v1374464927","56.1","11405","A","","","0"
"2020-10","Saskatchewan","2021A000247","Payroll employees","Number","223","units","0","v1374464928","56.2","440975","A","","","0"
"2020-10","Saskatchewan","2021A000247","Job vacancy rate","Percent","239","units","0","v1374464929","56.3","2.5","A","","","1"
"2020-10","Regina-Moose Mountain, Saskatchewan","2021S05004710","Job vacancies","Number","223","units","0","v1374464930","57.1","3475","B","","","0"
"2020-10","Regina-Moose Mountain, Saskatchewan","2021S05004710","Payroll employees","Number","223","units","0","v1374464931","57.2","145340","A","","","0"
"2020-10","Regina-Moose Mountain, Saskatchewan","2021S05004710","Job vacancy rate","Percent","239","units","0","v1374464932","57.3","2.3","B","","","1"
"2020-10","Swift Current-Moose Jaw, Saskatchewan","2021S05004720","Job vacancies","Number","223","units","0","v1374464933","58.1","910","C","","","0"
"2020-10","Swift Current-Moose Jaw, Saskatchewan","2021S05004720","Payroll employees","Number","223","units","0","v1374464934","58.2","34430","A","","","0"
"2020-10","Swift Current-Moose Jaw, Saskatchewan","2021S05004720","Job vacancy rate","Percent","239","units","0","v1374464935","58.3","2.6","C","","","1"
"2020-10","Saskatoon-Biggar, Saskatchewan","2021S05004730","Job vacancies","Number","223","units","0","v1374464936","59.1","3715","B","","","0"
"2020-10","Saskatoon-Biggar, Saskatchewan","2021S05004730","Payroll employees","Number","223","units","0","v1374464937","59.2","155070","A","","","0"
"2020-10","Saskatoon-Biggar, Saskatchewan","2021S05004730","Job vacancy rate","Percent","239","units","0","v1374464938","59.3","2.3","B","","","1"
"2020-10","Yorkton-Melville, Saskatchewan","2021S05004740","Job vacancies","Number","223","units","0","v1374464939","60.1","1055","D","","","0"
"2020-10","Yorkton-Melville, Saskatchewan","2021S05004740","Payroll employees","Number","223","units","0","v1374464940","60.2","30250","B","","","0"
"2020-10","Yorkton-Melville, Saskatchewan","2021S05004740","Job vacancy rate","Percent","239","units","0","v1374464941","60.3","3.4","D","","","1"
"2020-10","Prince Albert and Northern, Saskatchewan","","Job vacancies","Number","223","units","0","v1374464942","61.1","2245","C","","","0"
"2020-10","Prince Albert and Northern, Saskatchewan","","Payroll employees","Number","223","units","0","v1374464943","61.2","75890","A","","","0"
"2020-10","Prince Albert and Northern, Saskatchewan","","Job vacancy rate","Percent","239","units","0","v1374464944","61.3","2.9","C","","","1"
"2020-10","Alberta","2021A000248","Job vacancies","Number","223","units","0","v1374464945","62.1","48195","A","","","0"
"2020-10","Alberta","2021A000248","Payroll employees","Number","223","units","0","v1374464946","62.2","1789980","A","","","0"
"2020-10","Alberta","2021A000248","Job vacancy rate","Percent","239","units","0","v1374464947","62.3","2.6","A","","","1"
"2020-10","Lethbridge-Medicine Hat, Alberta","2021S05004810","Job vacancies","Number","223","units","0","v1374464948","63.1","3375","B","","","0"
"2020-10","Lethbridge-Medicine Hat, Alberta","2021S05004810","Payroll employees","Number","223","units","0","v1374464949","63.2","112085","A","","","0"
"2020-10","Lethbridge-Medicine Hat, Alberta","2021S05004810","Job vacancy rate","Percent","239","units","0","v1374464950","63.3","2.9","B","","","1"
"2020-10","Camrose-Drumheller, Alberta","2021S05004820","Job vacancies","Number","223","units","0","v1374464951","64.1","1770","C","","","0"
"2020-10","Camrose-Drumheller, Alberta","2021S05004820","Payroll employees","Number","223","units","0","v1374464952","64.2","65050","A","","","0"
"2020-10","Camrose-Drumheller, Alberta","2021S05004820","Job vacancy rate","Percent","239","units","0","v1374464953","64.3","2.6","B","","","1"
"2020-10","Calgary, Alberta","2021S05004830","Job vacancies","Number","223","units","0","v1374464954","65.1","17600","B","","","0"
"2020-10","Calgary, Alberta","2021S05004830","Payroll employees","Number","223","units","0","v1374464955","65.2","705455","A","","","0"
"2020-10","Calgary, Alberta","2021S05004830","Job vacancy rate","Percent","239","units","0","v1374464956","65.3","2.4","B","","","1"
"2020-10","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancies","Number","223","units","0","v1374464957","66.1","5870","C","","","0"
"2020-10","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Payroll employees","Number","223","units","0","v1374464958","66.2","152575","A","","","0"
"2020-10","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancy rate","Percent","239","units","0","v1374464959","66.3","3.7","B","","","1"
"2020-10","Red Deer, Alberta","2021S05004850","Job vacancies","Number","223","units","0","v1374464960","67.1","1735","C","","","0"
"2020-10","Red Deer, Alberta","2021S05004850","Payroll employees","Number","223","units","0","v1374464961","67.2","76955","A","","","0"
"2020-10","Red Deer, Alberta","2021S05004850","Job vacancy rate","Percent","239","units","0","v1374464962","67.3","2.2","C","","","1"
"2020-10","Edmonton, Alberta","2021S05004860","Job vacancies","Number","223","units","0","v1374464963","68.1","15845","B","","","0"
"2020-10","Edmonton, Alberta","2021S05004860","Payroll employees","Number","223","units","0","v1374464964","68.2","597225","A","","","0"
"2020-10","Edmonton, Alberta","2021S05004860","Job vacancy rate","Percent","239","units","0","v1374464965","68.3","2.6","B","","","1"
"2020-10","Wood Buffalo-Cold Lake, Alberta","2021S05004880","Job vacancies","Number","223","units","0","v1374464966","69.1","2000","C","","","0"
"2020-10","Wood Buffalo-Cold Lake, Alberta","2021S05004880","Payroll employees","Number","223","units","0","v1374464967","69.2","80635","C","","","0"
"2020-10","Wood Buffalo-Cold Lake, Alberta","2021S05004880","Job vacancy rate","Percent","239","units","0","v1374464968","69.3","2.4","C","","","1"
"2020-10","British Columbia","2021A000259","Job vacancies","Number","223","units","0","v1374464969","70.1","99235","A","","","0"
"2020-10","British Columbia","2021A000259","Payroll employees","Number","223","units","0","v1374464970","70.2","2115045","A","","","0"
"2020-10","British Columbia","2021A000259","Job vacancy rate","Percent","239","units","0","v1374464971","70.3","4.5","A","","","1"
"2020-10","Vancouver Island and Coast, British Columbia","2021S05005910","Job vacancies","Number","223","units","0","v1374464972","71.1","17180","B","","","0"
"2020-10","Vancouver Island and Coast, British Columbia","2021S05005910","Payroll employees","Number","223","units","0","v1374464973","71.2","312120","A","","","0"
"2020-10","Vancouver Island and Coast, British Columbia","2021S05005910","Job vacancy rate","Percent","239","units","0","v1374464974","71.3","5.2","B","","","1"
"2020-10","Lower Mainland-Southwest, British Columbia","2021S05005920","Job vacancies","Number","223","units","0","v1374464975","72.1","59535","A","","","0"
"2020-10","Lower Mainland-Southwest, British Columbia","2021S05005920","Payroll employees","Number","223","units","0","v1374464976","72.2","1367240","A","","","0"
"2020-10","Lower Mainland-Southwest, British Columbia","2021S05005920","Job vacancy rate","Percent","239","units","0","v1374464977","72.3","4.2","A","","","1"
"2020-10","Thompson-Okanagan, British Columbia","2021S05005930","Job vacancies","Number","223","units","0","v1374464978","73.1","13545","B","","","0"
"2020-10","Thompson-Okanagan, British Columbia","2021S05005930","Payroll employees","Number","223","units","0","v1374464979","73.2","232440","A","","","0"
"2020-10","Thompson-Okanagan, British Columbia","2021S05005930","Job vacancy rate","Percent","239","units","0","v1374464980","73.3","5.5","B","","","1"
"2020-10","Kootenay, British Columbia","2021S05005940","Job vacancies","Number","223","units","0","v1374464981","74.1","1980","B","","","0"
"2020-10","Kootenay, British Columbia","2021S05005940","Payroll employees","Number","223","units","0","v1374464982","74.2","59265","A","","","0"
"2020-10","Kootenay, British Columbia","2021S05005940","Job vacancy rate","Percent","239","units","0","v1374464983","74.3","3.2","B","","","1"
"2020-10","Cariboo, British Columbia","2021S05005950","Job vacancies","Number","223","units","0","v1374464984","75.1","3365","B","","","0"
